,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U293,NAND4X1,((! net_134) | ((! net_130) | ((! net_128) | (! net_154)))),"['net_128', 'net_130', 'net_134', 'net_154']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U230,XOR2X2,(((! net_138) & (! net_216)) ^ net_92),"['net_138', 'net_216', 'net_92']","[0.5, 0.5, 1.0]",0.6666666666666666,0.5,3
0,U229,NOR2X4,((! net_138) & (! ((! net_89) | (! net_90)))),"['net_138', 'net_89', 'net_90']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U228,XOR2X2,(net_138 ^ ((! net_89) | (! net_90))),"['net_138', 'net_89', 'net_90']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U227,XOR2X2,(net_89 ^ net_90),"['net_89', 'net_90']","[1.0, 1.0]",1.0,1.0,2
0,U226,XOR2X2,(net_100 ^ ((! net_137) & (! net_218))),"['net_100', 'net_137', 'net_218']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U225,NOR2X4,((! net_137) & (! ((! net_97) | (! net_98)))),"['net_137', 'net_97', 'net_98']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U224,XOR2X2,(net_137 ^ ((! net_97) | (! net_98))),"['net_137', 'net_97', 'net_98']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U223,XOR2X2,(net_97 ^ net_98),"['net_97', 'net_98']","[1.0, 1.0]",1.0,1.0,2
0,U222,XOR2X2,(((! net_135) & (! net_220)) ^ net_66),"['net_135', 'net_220', 'net_66']","[0.5, 0.5, 1.0]",0.6666666666666666,0.5,3
0,U221,NOR2X4,((! net_135) & (! ((! net_63) | (! net_64)))),"['net_135', 'net_63', 'net_64']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U220,XOR2X2,(net_135 ^ ((! net_63) | (! net_64))),"['net_135', 'net_63', 'net_64']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U219,XOR2X2,(net_63 ^ net_64),"['net_63', 'net_64']","[1.0, 1.0]",1.0,1.0,2
0,U218,XOR2X2,(((! net_139) & (! net_223)) ^ net_74),"['net_139', 'net_223', 'net_74']","[0.5, 0.5, 1.0]",0.6666666666666666,0.5,3
0,U217,NOR2X4,((! net_139) & (! ((! net_71) | (! net_72)))),"['net_139', 'net_71', 'net_72']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U216,XOR2X2,(net_139 ^ ((! net_71) | (! net_72))),"['net_139', 'net_71', 'net_72']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U215,XOR2X2,(net_71 ^ net_72),"['net_71', 'net_72']","[1.0, 1.0]",1.0,1.0,2
0,U214,INVX32,(! ((! net_48) | ((! net_130) | (! net_134)))),"['net_130', 'net_134', 'net_48']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U213,NAND2X4,((! ((! net_190) | ((! net_61) | (! net_62)))) | (! ((! net_134) | ((! net_130) | (! net_189))))),"['net_130', 'net_134', 'net_189', 'net_190', 'net_61', 'net_62']","[0.21875, 0.21875, 0.21875, 0.21875, 0.21875, 0.21875]",0.21875,0.21875,6
0,U212,NAND2X4,((! net_97) | (! net_98)),"['net_97', 'net_98']","[0.5, 0.5]",0.5,0.5,2
0,U211,NAND2X4,((! net_71) | (! net_72)),"['net_71', 'net_72']","[0.5, 0.5]",0.5,0.5,2
0,U210,NAND2X4,((! net_89) | (! net_90)),"['net_89', 'net_90']","[0.5, 0.5]",0.5,0.5,2
0,U209,NAND2X4,((! (net_65 | (net_64 | (net_141 | net_63)))) | (! ((! net_173) & (! net_71)))),"['net_141', 'net_173', 'net_63', 'net_64', 'net_65', 'net_71']","[0.03125, 0.46875, 0.03125, 0.03125, 0.03125, 0.46875]",0.17708333333333334,0.03125,6
0,U208,NAND2X4,((! net_63) | (! net_64)),"['net_63', 'net_64']","[0.5, 0.5]",0.5,0.5,2
0,U207,NAND2X4,((! (((! net_153) | (! net_183)) & (! net_182))) | (! (((! net_128) | (! net_62)) & (! net_214)))),"['net_128', 'net_153', 'net_182', 'net_183', 'net_214', 'net_62']","[0.09375, 0.09375, 0.28125, 0.09375, 0.28125, 0.09375]",0.15625,0.09375,6
0,U206,NAND2X4,((! (! net_203)) | (! net_37)),"['net_203', 'net_37']","[0.5, 0.5]",0.5,0.5,2
0,U205,NAND2X4,((! ((! net_224) | (! net_37))) | (! (((! net_203) | (! net_81)) & (! net_213)))),"['net_203', 'net_213', 'net_224', 'net_37', 'net_81']","[0.1875, 0.5625, 0.1875, 0.1875, 0.1875]",0.2625,0.1875,5
0,U204,NAND2X4,((! (((! net_182) | (! net_190)) & (! net_186))) | (! (((! net_128) | (! net_62)) & ((! net_193) | (! net_194))))),"['net_128', 'net_182', 'net_186', 'net_190', 'net_193', 'net_194', 'net_62']","[0.140625, 0.140625, 0.421875, 0.140625, 0.140625, 0.140625, 0.140625]",0.18080357142857142,0.140625,7
0,U202,INVX32,(! ((! net_127) & (! net_86))),"['net_127', 'net_86']","[0.5, 0.5]",0.5,0.5,2
0,U201,NAND2X4,((! ((! net_143) | ((! net_98) | ((! net_100) | (! net_99))))) | (! ((! net_129) & (! net_133)))),"['net_100', 'net_129', 'net_133', 'net_143', 'net_98', 'net_99']","[0.03125, 0.46875, 0.46875, 0.03125, 0.03125, 0.03125]",0.17708333333333334,0.03125,6
0,U138,NAND4X1,((! net_143) | ((! net_98) | ((! net_100) | (! net_99)))),"['net_100', 'net_143', 'net_98', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U137,INVX32,(! ((! net_143) | ((! net_98) | ((! net_100) | (! net_99))))),"['net_100', 'net_143', 'net_98', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U135,AOI21X2,(((! (! net_158)) | (! net_86)) & (! net_129)),"['net_129', 'net_158', 'net_86']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U132,NAND4X1,((! net_144) | ((! net_132) | ((! net_143) | (! net_99)))),"['net_132', 'net_143', 'net_144', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U131,INVX32,(! ((! net_144) | ((! net_132) | ((! net_143) | (! net_99))))),"['net_132', 'net_143', 'net_144', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U129,AOI21X2,(((! net_133) | (! (! net_164))) & (! net_88)),"['net_133', 'net_164', 'net_88']","[0.25, 0.25, 0.75]",0.4166666666666667,0.25,3
0,U128,AND2X4,((((! net_133) | (! net_161)) & (! net_88)) & (((! net_171) | (! net_86)) & (! net_129))),"['net_129', 'net_133', 'net_161', 'net_171', 'net_86', 'net_88']","[0.28125, 0.09375, 0.09375, 0.09375, 0.09375, 0.28125]",0.15625,0.09375,6
0,U127,AND2X4,(net_143 & (net_155 & net_156)),"['net_143', 'net_155', 'net_156']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U126,AND2X4,((net_155 & net_156) & (net_97 ^ net_98)),"['net_155', 'net_156', 'net_97', 'net_98']","[0.25, 0.25, 0.25, 0.25]",0.25,0.25,4
0,U125,AND2X4,((net_155 & net_156) & (net_137 ^ net_218)),"['net_137', 'net_155', 'net_156', 'net_218']","[0.25, 0.25, 0.25, 0.25]",0.25,0.25,4
0,U124,AND2X4,((net_155 & net_156) & (net_100 ^ net_217)),"['net_100', 'net_155', 'net_156', 'net_217']","[0.25, 0.25, 0.25, 0.25]",0.25,0.25,4
0,U123,NOR2X4,((! net_129) & (! net_133)),"['net_129', 'net_133']","[0.5, 0.5]",0.5,0.5,2
0,U120,NOR2X4,((! net_90) & (! net_91)),"['net_90', 'net_91']","[0.5, 0.5]",0.5,0.5,2
0,U118,NAND4X1,((! net_131) | ((! ((! net_90) & (! net_91))) | ((! ((! net_129) & (! net_133))) | (! net_92)))),"['net_129', 'net_131', 'net_133', 'net_90', 'net_91', 'net_92']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",0.03125,0.03125,6
0,U117,AOI22X2,(((! net_102) | (! net_129)) & ((! (! net_164)) | (! net_87))),"['net_102', 'net_129', 'net_164', 'net_87']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U116,NAND4X1,((! (((! net_102) | (! net_129)) & ((! net_161) | (! net_87)))) | ((! ((! net_131) | ((! net_160) | ((! net_169) | (! net_92))))) | ((! net_127) | (! ((! net_158) | (! net_169)))))),"['net_102', 'net_127', 'net_129', 'net_131', 'net_158', 'net_160', 'net_161', 'net_169', 'net_87', 'net_92']","[0.134765625, 0.404296875, 0.134765625, 0.017578125, 0.123046875, 0.017578125, 0.134765625, 0.158203125, 0.134765625, 0.017578125]",0.127734375,0.134765625,10
0,U114,AOI21X2,(((! ((! net_144) | ((! net_132) | ((! net_143) | (! net_99))))) | (! net_87)) & (! net_136)),"['net_132', 'net_136', 'net_143', 'net_144', 'net_87', 'net_99']","[0.03125, 0.53125, 0.03125, 0.03125, 0.46875, 0.03125]",0.1875,0.03125,6
0,U113,ISOLORX8,((((! net_164) | (! net_87)) & (! net_136)) | net_86),"['net_136', 'net_164', 'net_86', 'net_87']","[0.375, 0.125, 0.625, 0.125]",0.3125,0.25,4
0,U112,NAND3X4,((! net_136) | ((! net_127) | (! net_129))),"['net_127', 'net_129', 'net_136']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U111,NOR2X4,((! net_127) & (! net_86)),"['net_127', 'net_86']","[0.5, 0.5]",0.5,0.5,2
0,U109,NAND4X1,((! ((! net_158) | (! net_169))) | ((! (! net_170)) | ((! ((! net_136) | ((! net_127) | (! net_129)))) | (! (net_165 | net_86))))),"['net_127', 'net_129', 'net_136', 'net_158', 'net_165', 'net_169', 'net_170', 'net_86']","[0.0703125, 0.0703125, 0.0703125, 0.1640625, 0.1640625, 0.1640625, 0.4921875, 0.1640625]",0.169921875,0.1640625,8
0,U108,AND2X4,(((! net_129) & (! net_133)) & (! net_158)),"['net_129', 'net_133', 'net_158']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U107,NAND3X4,((! net_102) | ((! net_127) | (! net_129))),"['net_102', 'net_127', 'net_129']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U106,OAI21X2,((! ((! net_102) | ((! net_127) | (! net_129)))) | ((! net_127) & (! net_133))),"['net_102', 'net_127', 'net_129', 'net_133']","[0.25, 0.5, 0.25, 0.5]",0.375,0.375,4
0,U102,NAND3X4,((! net_74) | ((! net_72) | (! net_73))),"['net_72', 'net_73', 'net_74']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U101,NOR2X4,((! net_142) & (! ((! net_74) | ((! net_72) | (! net_73))))),"['net_142', 'net_72', 'net_73', 'net_74']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U100,NOR2X4,((! net_130) & (! ((! net_142) & (! net_173)))),"['net_130', 'net_142', 'net_173']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U99,INVX32,(! ((! net_130) & (! net_190))),"['net_130', 'net_190']","[0.5, 0.5]",0.5,0.5,2
0,U97,NOR2X4,((! net_134) & (! net_61)),"['net_134', 'net_61']","[0.5, 0.5]",0.5,0.5,2
0,U96,INVX32,(! ((! net_142) & (! net_173))),"['net_142', 'net_173']","[0.5, 0.5]",0.5,0.5,2
0,U95,NOR2X4,((! net_128) & (! net_134)),"['net_128', 'net_134']","[0.5, 0.5]",0.5,0.5,2
0,U94,NOR2X4,((! ((! net_74) | ((! net_72) | (! net_73)))) & (! net_71)),"['net_71', 'net_72', 'net_73', 'net_74']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U93,INVX32,(! ((! net_173) & (! net_71))),"['net_173', 'net_71']","[0.5, 0.5]",0.5,0.5,2
0,U92,AOI22X2,(((! (! net_190)) | (! ((! net_134) & (! net_61)))) & ((! (! net_187)) | (! ((! net_128) & (! net_134))))),"['net_128', 'net_134', 'net_187', 'net_190', 'net_61']","[0.1875, 0.4375, 0.1875, 0.1875, 0.1875]",0.2375,0.1875,5
0,U91,OAI21X2,((! (((! net_174) | (! net_182)) & ((! net_183) | (! net_193)))) | ((! net_128) & (! (! net_186)))),"['net_128', 'net_174', 'net_182', 'net_183', 'net_186', 'net_193']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U90,AND2X4,(net_142 & ((! net_175) | ((! net_128) & (! net_176)))),"['net_128', 'net_142', 'net_175', 'net_176']","[0.125, 0.625, 0.375, 0.125]",0.3125,0.25,4
0,U89,AND2X4,(((! net_175) | ((! net_128) & (! net_176))) & (net_71 ^ net_72)),"['net_128', 'net_175', 'net_176', 'net_71', 'net_72']","[0.125, 0.375, 0.125, 0.625, 0.625]",0.375,0.375,5
0,U88,AND2X4,(((! net_175) | ((! net_128) & (! net_176))) & (net_139 ^ net_223)),"['net_128', 'net_139', 'net_175', 'net_176', 'net_223']","[0.125, 0.625, 0.375, 0.125, 0.625]",0.375,0.375,5
0,U87,AND2X4,(((! net_175) | ((! net_128) & (! net_176))) & (net_222 ^ net_74)),"['net_128', 'net_175', 'net_176', 'net_222', 'net_74']","[0.125, 0.375, 0.125, 0.625, 0.625]",0.375,0.375,5
0,U85,OR4X4,(net_65 | (net_64 | (net_141 | net_63))),"['net_141', 'net_63', 'net_64', 'net_65']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U83,AOI22X2,(((! net_128) | (! net_62)) & ((! ((! net_128) & (! net_134))) | (! ((! net_179) | (! net_187))))),"['net_128', 'net_134', 'net_179', 'net_187', 'net_62']","[0.5, 0.375, 0.125, 0.125, 0.5]",0.325,0.375,5
0,U82,AOI21X2,(((! ((! net_134) & (! net_61))) | (! ((! net_142) & (! net_173)))) & (! ((! net_130) & (! ((! net_142) & (! net_173)))))),"['net_130', 'net_134', 'net_142', 'net_173', 'net_61']","[0.75, 0.125, 0.25, 0.25, 0.125]",0.3,0.25,5
0,U80,AOI21X2,(((! net_153) | (! (! net_187))) & (! ((! net_134) & (! net_61)))),"['net_134', 'net_153', 'net_187', 'net_61']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U79,NAND3X4,((! net_48) | ((! net_130) | (! net_134))),"['net_130', 'net_134', 'net_48']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U77,AOI21X2,(((! net_128) | (! net_62)) & (! (! net_184))),"['net_128', 'net_184', 'net_62']","[0.25, 0.75, 0.25]",0.4166666666666667,0.25,3
0,U75,AOI22X2,(((! ((! net_130) & (! net_190))) | (! net_61)) & ((! ((! net_173) & (! net_71))) | (! ((! net_128) & (! net_134))))),"['net_128', 'net_130', 'net_134', 'net_173', 'net_190', 'net_61', 'net_71']","[0.109375, 0.234375, 0.109375, 0.109375, 0.234375, 0.234375, 0.109375]",0.16294642857142858,0.109375,7
0,U74,INVX32,(! (((! net_186) | (! net_61)) & ((! net_187) | (! net_193)))),"['net_186', 'net_187', 'net_193', 'net_61']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U73,INVX32,(! net_48),['net_48'],[1.0],1.0,1.0,1
0,U72,NAND3X4,((! net_134) | ((! net_130) | (! (! net_48)))),"['net_130', 'net_134', 'net_48']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U71,NAND3X4,((! ((! net_142) & (! net_173))) | ((! net_61) | (! net_62))),"['net_142', 'net_173', 'net_61', 'net_62']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U69,INVX32,(! ((! net_134) | ((! net_130) | (! net_189)))),"['net_130', 'net_134', 'net_189']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U68,INVX32,(! ((! net_128) & (! net_134))),"['net_128', 'net_134']","[0.5, 0.5]",0.5,0.5,2
0,U67,NOR2X4,((! ((! net_179) | (! net_187))) & (! (! net_193))),"['net_179', 'net_187', 'net_193']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U66,NOR2X4,((! (! net_192)) & (! ((! net_194) & (! net_195)))),"['net_192', 'net_194', 'net_195']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U65,AOI22X2,(((! net_140) | (! ((! net_194) & (! net_195)))) & ((! ((! net_196) & (! ((! net_194) & (! net_195))))) | (! net_63))),"['net_140', 'net_194', 'net_195', 'net_196', 'net_63']","[0.25, 0.25, 0.25, 0.375, 0.375]",0.3,0.25,5
0,U64,INVX32,(! (((! net_140) | (! net_200)) & ((! net_201) | (! net_63)))),"['net_140', 'net_200', 'net_201', 'net_63']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U63,AOI22X2,(((! ((! net_194) & (! net_195))) | (! (net_63 ^ net_64))) & ((! ((! net_196) & (! ((! net_194) & (! net_195))))) | (! net_64))),"['net_194', 'net_195', 'net_196', 'net_63', 'net_64']","[0.25, 0.25, 0.375, 0.25, 0.625]",0.35,0.25,5
0,U62,INVX32,(! (((! net_200) | (! net_245)) & ((! net_201) | (! net_64)))),"['net_200', 'net_201', 'net_245', 'net_64']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U61,AOI22X2,(((! ((! net_194) & (! net_195))) | (! (net_135 ^ net_220))) & ((! ((! net_196) & (! ((! net_194) & (! net_195))))) | (! net_65))),"['net_135', 'net_194', 'net_195', 'net_196', 'net_220', 'net_65']","[0.25, 0.25, 0.25, 0.375, 0.25, 0.375]",0.2916666666666667,0.25,6
0,U60,INVX32,(! (((! net_200) | (! net_244)) & ((! net_201) | (! net_65)))),"['net_200', 'net_201', 'net_244', 'net_65']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U59,AOI22X2,(((! ((! net_194) & (! net_195))) | (! (net_219 ^ net_66))) & ((! ((! net_196) & (! ((! net_194) & (! net_195))))) | (! net_66))),"['net_194', 'net_195', 'net_196', 'net_219', 'net_66']","[0.25, 0.25, 0.375, 0.25, 0.625]",0.35,0.25,5
0,U58,INVX32,(! (((! net_200) | (! net_243)) & ((! net_201) | (! net_66)))),"['net_200', 'net_201', 'net_243', 'net_66']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U57,NOR2X4,((! (((! net_128) | (! net_62)) & (! (! net_184)))) & (! (! net_184))),"['net_128', 'net_184', 'net_62']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U56,AOI21X2,(((! (((! net_128) | (! net_62)) & (! net_214))) | (! net_81)) & (! ((! (((! net_128) | (! net_62)) & (! net_214))) & (! net_214)))),"['net_128', 'net_214', 'net_62', 'net_81']","[0.125, 0.625, 0.125, 0.375]",0.3125,0.25,4
0,U55,INVX32,(! (((! net_128) | (! net_62)) & (! net_214))),"['net_128', 'net_214', 'net_62']","[0.25, 0.75, 0.25]",0.4166666666666667,0.25,3
0,U51,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_81)) & ((! (! net_184)) | (! net_36))),"['net_184', 'net_203', 'net_36', 'net_81']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U50,OAI21X2,((! (((! net_213) | (! net_81)) & ((! net_214) | (! net_36)))) | ((! net_146) & (! (! net_203)))),"['net_146', 'net_203', 'net_213', 'net_214', 'net_36', 'net_81']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U48,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_80)) & ((! (! net_184)) | (! net_35))),"['net_184', 'net_203', 'net_35', 'net_80']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U47,OAI21X2,((! (((! net_213) | (! net_80)) & ((! net_214) | (! net_35)))) | ((! net_147) & (! (! net_203)))),"['net_147', 'net_203', 'net_213', 'net_214', 'net_35', 'net_80']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U45,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_79)) & ((! (! net_184)) | (! net_34))),"['net_184', 'net_203', 'net_34', 'net_79']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U44,OAI21X2,((! (((! net_213) | (! net_79)) & ((! net_214) | (! net_34)))) | ((! net_148) & (! (! net_203)))),"['net_148', 'net_203', 'net_213', 'net_214', 'net_34', 'net_79']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U42,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_78)) & ((! (! net_184)) | (! net_33))),"['net_184', 'net_203', 'net_33', 'net_78']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U41,OAI21X2,((! (((! net_213) | (! net_78)) & ((! net_214) | (! net_33)))) | ((! net_149) & (! (! net_203)))),"['net_149', 'net_203', 'net_213', 'net_214', 'net_33', 'net_78']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U39,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_77)) & ((! (! net_184)) | (! net_32))),"['net_184', 'net_203', 'net_32', 'net_77']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U38,OAI21X2,((! (((! net_213) | (! net_77)) & ((! net_214) | (! net_32)))) | ((! net_150) & (! (! net_203)))),"['net_150', 'net_203', 'net_213', 'net_214', 'net_32', 'net_77']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U36,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_76)) & ((! (! net_184)) | (! net_31))),"['net_184', 'net_203', 'net_31', 'net_76']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U35,OAI21X2,((! (((! net_213) | (! net_76)) & ((! net_214) | (! net_31)))) | ((! net_151) & (! (! net_203)))),"['net_151', 'net_203', 'net_213', 'net_214', 'net_31', 'net_76']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U33,AOI22X2,(((! ((! net_203) & (! (! net_184)))) | (! net_75)) & ((! (! net_184)) | (! net_30))),"['net_184', 'net_203', 'net_30', 'net_75']","[0.5, 0.25, 0.5, 0.25]",0.375,0.375,4
0,U32,OAI21X2,((! (((! net_213) | (! net_75)) & ((! net_214) | (! net_30)))) | ((! net_145) & (! (! net_203)))),"['net_145', 'net_203', 'net_213', 'net_214', 'net_30', 'net_75']","[0.28125, 0.28125, 0.28125, 0.28125, 0.28125, 0.28125]",0.28125,0.28125,6
0,U31,AOI22X2,(((! net_102) | (! ((! net_127) & (! net_86)))) & ((! (! ((! net_127) & (! net_86)))) | (! net_333))),"['net_102', 'net_127', 'net_333', 'net_86']","[0.25, 0.25, 0.75, 0.25]",0.375,0.25,4
0,U30,INVX32,(! (((! net_102) | (! net_170)) & ((! net_233) | (! net_333)))),"['net_102', 'net_170', 'net_233', 'net_333']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U29,AOI22X2,(((! ((! net_127) & (! net_86))) | (! net_333)) & ((! (! ((! net_127) & (! net_86)))) | (! net_332))),"['net_127', 'net_332', 'net_333', 'net_86']","[0.25, 0.75, 0.25, 0.25]",0.375,0.25,4
0,U28,INVX32,(! (((! net_170) | (! net_333)) & ((! net_233) | (! net_332)))),"['net_170', 'net_233', 'net_332', 'net_333']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U27,AOI22X2,(((! ((! net_127) & (! net_86))) | (! net_332)) & ((! (! ((! net_127) & (! net_86)))) | (! net_331))),"['net_127', 'net_331', 'net_332', 'net_86']","[0.25, 0.75, 0.25, 0.25]",0.375,0.25,4
0,U26,INVX32,(! (((! net_170) | (! net_332)) & ((! net_233) | (! net_331)))),"['net_170', 'net_233', 'net_331', 'net_332']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
